,Company Name,Position,Location,Apply Link,Details
639,IBM,Application Developer: Java Full Stack,"Chennai, Tamil Nadu, India",https://www.linkedin.com/jobs/view/3099825937/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=nNq0%2BkEZYotp4DsN0hL6TA%3D%3D&trackingId=Math9TIrEkcB4Zop9zdUIw%3D%3D&trk=flagship3_search_srp_jobs,"569040BR

Introduction

As an Application Developer, you will lead IBM into the future by translating system requirements into the design and development of customized systems in an agile environment. The success of IBM is in your hands as you transform vital business needs into code and drive innovation. Your work will power IBM and its clients globally, collaborating and integrating code into enterprise systems. You will have access to the latest education, tools and technology, and a limitless career path with the world’s technology leader. Come to IBM and make a global impact!

Your Role and Responsibilities

Expert in Backend and Front end technologies
Proven in developing and implementation and providing solutions to the given problem in all the Java technologies
Proficient in stitch together end to end application starting from front end web development, back end development, middleware integration and persisting data in no SQL or DBMS database
Strong into trends and directions of the Industry, marketplace and the players
Provide objective guidance without personal or political considerations
Hands on experience with JAVA 8 and above – Java 8 or higher. Should know both Spring and Hibernate. Spring 4 or above.
Should be experienced in OOP concepts well. Should be proficient in exception handling , collections, Abstract Classes and Interfaces, Constructors, File IO and Serialization, Collections (List, Map, Set), Access Specifiers, Exceptions (Checked, Unchecked), Generics, Java Keywords (Static, Final, Volatile, Synchronized, Transient), JVM and Memory Management, Multithreading and Synchronization, JSP/ Servlets,JMS . Should be skilled in one of the IDEs like Eclipse , IntelliJ. Should be conversant with Build tools like Ant , Maven.
Experience of working in HTML 5 , CSS3, Angular JS, Spring MVC, Spring Boot, REST API, JUnit

Required Technical and Professional Expertise

Java 8 , JEE, Spring Core, Spring Boot, Spring MVC, REST , Hibernate, Angular JS , Node JS, CSS3 , HTML5, Any RDBMS database (DB2, Postgre, MYSQL, Oracle etc.) and Sql knowledge , Git , Maven, Eclipse / Intellij, Design Patterns

Preferred Technical And Professional Expertise

Microservices , Docker, Spring Cloud, GW

About Business Unit

IBM Services is a team of business, strategy and technology consultants that design, build, and run foundational systems and services that is the backbone of the world's economy. IBM Services partners with the world's leading companies in over 170 countries to build smarter businesses by reimagining and reinventing through technology, with its outcome-focused methodologies, industry-leading portfolio and world class research and operations expertise leading to results-driven innovation and enduring excellence.

This job requires you to be fully COVID-19 vaccinated prior to your start date and proof of vaccination status will be required before your start date. During the Onboarding process you will be asked to confirm your vaccination status, in case you are unable to get vaccinated for any reason, you can let us know at that stage. Please let us know if you are unable to be vaccinated due to medical or religious reasons. IBM will consider such requests on a case by case basis subject to submission of required proof by the candidate before a stipulated date.

Your Life @ IBM

Are you craving to learn more? Prepared to solve some of the world's most unique challenges? And ready to shape the future for millions of people? If so, then it's time to join us, express your individuality, unleash your curiosity and discover new possibilities.

Every IBMer, and potential ones like yourself, has a voice, carves their own path, and uses their expertise to help co-create and add to our story. Together, we have the power to make meaningful change – to alter the fabric of our clients, of society and IBM itself, to create a truly positive impact and make the world work better for everyone.

It's time to define your career.

About IBM

IBM’s greatest invention is the IBMer. We believe that through the application of intelligence, reason and science, we can improve business, society and the human condition, bringing the power of an open hybrid cloud and AI strategy to life for our clients and partners around the world.Restlessly reinventing since 1911, we are not only one of the largest corporate organizations in the world, we’re also one of the biggest technology and consulting employers, with many of the Fortune 50 companies relying on the IBM Cloud to run their business. At IBM, we pride ourselves on being an early adopter of artificial intelligence, quantum computing and blockchain. Now it’s time for you to join us on our journey to being a responsible technology innovator and a force for good in the world.

Location Statement

When applying to jobs of your interest, we recommend that you do so for those that match your experience and expertise. Our recruiters advise that you apply to not more than 3 roles in a year for the best candidate experience.

For additional information about location requirements, please discuss with the recruiter following submission of your application.

Being You @ IBM

IBM is committed to creating a diverse environment and is proud to be an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, gender, gender identity or expression, sexual orientation, national origin, genetics, pregnancy, disability, age, veteran status, or other characteristics. IBM is also committed to compliance with all fair employment practices regarding citizenship and immigration status."
640,Honeywell,Application Dev Analyst,"Chennai, Tamil Nadu, India",https://www.linkedin.com/jobs/view/3104665002/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=nNq0%2BkEZYotp4DsN0hL6TA%3D%3D&trackingId=B99hx4MJWcnsTu8fnHJtkw%3D%3D&trk=flagship3_search_srp_jobs,"Innovate to solve the world's most important challenges

Join a company that is transforming from a traditional industrial company to a contemporary digital industrial business, harnessing the power of cloud, big data, analytics, Internet of Things, and design thinking. You will support change that brings value to our customers, partners, and shareholders through the creation of innovative software and data-driven products and services. You will help engineer contemporary applications and services, constructing solutions that remain scalable, adaptable and replicable. You will be part of transforming Honeywell's IT organization through the delivery of technology products that will directly impact the company's growth.

Key Responsibilities
Be part of a high performing team in a vibrant work culture
Developing high quality applications leveraging the industry leading ServiceNow platform
Opportunity to learn about the industry leading ServiceNow SaaS platform.
Be the Customer Zero for ServiceNow, implementing and configuring IT applications
Play a key role in the design and implementation of new products and features while also enhancing the existing product suite
Enjoy the process of building something iteratively
Work in highly collaborative agile environment
Partner with ITSM Process teams, ServiceNow team and IT Service Operations teams to identify and exploit workflow automation opportunities.
Implementation within ServiceNow in both the backend and the frontend.
Develop business rule workflow customizations in ServiceNow.
Conduct annual or more frequent assessment and reviews of the entire SLM process.
YOU MUST HAVE

Minimum 3+ years of experience of software development experience and at least 1+ years of experience in ServiceNow applications development and implementation of IT products like ITSM, ITAM and ITOM.
Knowledge in Cloud Computing (AWS / Azure).
Practical experience with agile methodologies/tools.
ServiceNow Certified Application Developer
Passion for JavaScript and the Web as a platform, reusability, and componentization
Deep knowledge of AJAX, JSON, HTML, XML, CSS, SOAP, REST and associated frameworks
Experience with Java or a similar OO language.
Lead and own all technical aspects of project delivery and solution delivery including Application UI Configuration, Workflow Configuration.
Strong interpersonal skills, customer centric attitude, ability to deal with cultural diversity.
WE VALUE
Strong influencing, program and change management skills.
Clear and concise communication both locally and globally.
Strong business acumen and customer focus.
Creation of resulted-oriented Management Operating System.
Effectively demonstrates ability to deliver on complex situations or problems without guidance or supervision.
Creative and collaborative problem-solving capability.
Desire and ability to learn and apply new concepts.
Able to work with new technology and projects
Conveys specific, observable, and/or measurable expectations for each assignment, and verifies understanding and agreement on deliverables and timeframes.
Additional Information
JOB ID: req355887
Category: Information Technology
Location: 5th, 6th & 7th Floors, North Tower KRM Plaza, No.2,Harrington Road, Chetpet,,Chennai,TAMIL NADU,600031,India
Exempt
Early Career (ALL)"
641,GP Strategies Corporation,Web Developer,"Chennai, Tamil Nadu, India",https://www.linkedin.com/jobs/view/3127538094/?eBP=CwEAAAGBoMkAhXMwXSlVaoSi7abbnpWdsINx5V5OgX6u95LnSayvfPxLqvjs_PMr2Elt4ciswghpKh9RfuiQA0JugM3-jgomX27Qg6PsURpzp5s3Ki4PTnGcAUM6SsEChq12I617BLzQ5zKjr6uPCzHa8oOuRV_BERRzb1ecCRQSMDYrtquE3fQA-9nQr279k0SrdSa-HDK5I4mkTi1puUtfzeJmxVVrc8HiEYd6iVRPkIYud6Mnjb4wGGjR32UFX2rQR3qxenx0Futg6PoXkZV0XfWw-mhFb1cFyyh1UJeMvCd7QYNIG288EIPDo1NZeCMOmq39ztec0H97z0RoogUmzFyCCa07Ynxf37ouGefO7UyfFMcaVqsM5I2LPWkr9qdmwaE&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=nNq0%2BkEZYotp4DsN0hL6TA%3D%3D&trackingId=3JaTQkYBLuFpwuaoWXhhYA%3D%3D&trk=flagship3_search_srp_jobs,"Roles and responsibilities
Any framework like React JS, Angular JS
Responsive design
XML Creation
JQuery animation
SCORM 1.2 or 2004 Development
Usability design

Required skills
React JS, Angular JS, Basic knowledge about CSS, JavaScript, Jquery, HTML5, Adobe Photoshop

Preferred skills
React JS, Angular JS, Basic knowledge about CSS, JavaScript, Jquery, HTML5, Adobe Photoshop

Experience
3 to 5 years"
642,CIEL HR,CIEL/SEL/26328: FSE,"Chennai, Tamil Nadu, India",https://www.linkedin.com/jobs/view/3100085961/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=nNq0%2BkEZYotp4DsN0hL6TA%3D%3D&trackingId=n6FzG0Mpui7vze0TXplriw%3D%3D&trk=flagship3_search_srp_jobs,"Reporting

This candidate will report to Cluster Sales Manager

Position Summary

ThispositionwillberesponsibleforachievingmonthlySalestargetsofcompanyproducts/projects in Residential establishments. This position calls for working directly with potential customers and channelpartnersandwillinvolvefieldvisitsandtravel.Postsalesservice and ensuring customer satisfaction is critical.

The Objectives of this role include
Ambassador of company brand in the Residential market.
Competition awareness and understanding of their best practices.
Identifying local opportunities for market development.
Reporting and compliance with company policies and systems.
Identifyingandrecommendingnewproductopportunitiesbasedonconsumerfeedback.
Conducting local marketing activities.
Position Responsibility
Achieving sales targets.
Maintaining positive business relationships with clients, consultants & channel partners for future sales
Timely & accurate reporting of activities; leads received/generated and sales efforts for updating in the CRM.
Canvass for customers ,track appointments, sales ,customer support
Identify potential markets to ensure reach to customer pipeline building
Attending trade fairs like Solar, Property, Furniture & Textile Expos/Conducting Roadshows
Sales prospecting leads; to search for potential customers, clients, or buyers for the development of creating new business.
Extensive travel locally and occasional outstation travel required
Product sales experience is a must.(Sales of Solar Products/Engineering/Technical selling will be an added advantage)
MSOffice[PowerPoint/Excel/Word]-Knowledge is a must."
643,IBM,Application Developer: Java Full Stack,"Chennai, Tamil Nadu, India",https://www.linkedin.com/jobs/view/3099828222/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=nNq0%2BkEZYotp4DsN0hL6TA%3D%3D&trackingId=bJ7vgnuI8zQL0N2CbPfBMg%3D%3D&trk=flagship3_search_srp_jobs,"569020BR

Introduction

As an Application Developer, you will lead IBM into the future by translating system requirements into the design and development of customized systems in an agile environment. The success of IBM is in your hands as you transform vital business needs into code and drive innovation. Your work will power IBM and its clients globally, collaborating and integrating code into enterprise systems. You will have access to the latest education, tools and technology, and a limitless career path with the world’s technology leader. Come to IBM and make a global impact!

Your Role and Responsibilities

Expert in Backend and Front end technologies
Proven in developing and implementation and providing solutions to the given problem in all the Java technologies
Proficient in stitch together end to end application starting from front end web development, back end development, middleware integration and persisting data in no SQL or DBMS database
Strong into trends and directions of the Industry, marketplace and the players
Provide objective guidance without personal or political considerations
Hands on experience with JAVA 8 and above – Java 8 or higher. Should know both Spring and Hibernate. Spring 4 or above.
Should be experienced in OOP concepts well. Should be proficient in exception handling , collections, Abstract Classes and Interfaces, Constructors, File IO and Serialization, Collections (List, Map, Set), Access Specifiers, Exceptions (Checked, Unchecked), Generics, Java Keywords (Static, Final, Volatile, Synchronized, Transient), JVM and Memory Management, Multithreading and Synchronization, JSP/ Servlets,JMS . Should be skilled in one of the IDEs like Eclipse , IntelliJ. Should be conversant with Build tools like Ant , Maven.
Experience of working in HTML 5 , CSS3, Angular JS, Spring MVC, Spring Boot, REST API, JUnit

Required Technical and Professional Expertise

Java 8 , JEE, Spring Core, Spring Boot, Spring MVC, REST , Hibernate, Angular JS , Node JS, CSS3 , HTML5, Any RDBMS database (DB2, Postgre, MYSQL, Oracle etc.) and Sql knowledge , Git , Maven, Eclipse / Intellij, Design Patterns

Preferred Technical And Professional Expertise

Microservices , Docker, Spring Cloud, GW

About Business Unit

IBM Services is a team of business, strategy and technology consultants that design, build, and run foundational systems and services that is the backbone of the world's economy. IBM Services partners with the world's leading companies in over 170 countries to build smarter businesses by reimagining and reinventing through technology, with its outcome-focused methodologies, industry-leading portfolio and world class research and operations expertise leading to results-driven innovation and enduring excellence.

This job requires you to be fully COVID-19 vaccinated prior to your start date and proof of vaccination status will be required before your start date. During the Onboarding process you will be asked to confirm your vaccination status, in case you are unable to get vaccinated for any reason, you can let us know at that stage. Please let us know if you are unable to be vaccinated due to medical or religious reasons. IBM will consider such requests on a case by case basis subject to submission of required proof by the candidate before a stipulated date.

Your Life @ IBM

Are you craving to learn more? Prepared to solve some of the world's most unique challenges? And ready to shape the future for millions of people? If so, then it's time to join us, express your individuality, unleash your curiosity and discover new possibilities.

Every IBMer, and potential ones like yourself, has a voice, carves their own path, and uses their expertise to help co-create and add to our story. Together, we have the power to make meaningful change – to alter the fabric of our clients, of society and IBM itself, to create a truly positive impact and make the world work better for everyone.

It's time to define your career.

About IBM

IBM’s greatest invention is the IBMer. We believe that through the application of intelligence, reason and science, we can improve business, society and the human condition, bringing the power of an open hybrid cloud and AI strategy to life for our clients and partners around the world.Restlessly reinventing since 1911, we are not only one of the largest corporate organizations in the world, we’re also one of the biggest technology and consulting employers, with many of the Fortune 50 companies relying on the IBM Cloud to run their business. At IBM, we pride ourselves on being an early adopter of artificial intelligence, quantum computing and blockchain. Now it’s time for you to join us on our journey to being a responsible technology innovator and a force for good in the world.

Location Statement

When applying to jobs of your interest, we recommend that you do so for those that match your experience and expertise. Our recruiters advise that you apply to not more than 3 roles in a year for the best candidate experience.

For additional information about location requirements, please discuss with the recruiter following submission of your application.

Being You @ IBM

IBM is committed to creating a diverse environment and is proud to be an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, gender, gender identity or expression, sexual orientation, national origin, genetics, pregnancy, disability, age, veteran status, or other characteristics. IBM is also committed to compliance with all fair employment practices regarding citizenship and immigration status."
644,LTI - Larsen & Toubro Infotech,Specialist - Software Engineering,"Chennai, Tamil Nadu, India",https://www.linkedin.com/jobs/view/3051488040/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=nNq0%2BkEZYotp4DsN0hL6TA%3D%3D&trackingId=AALOFs6PCvC%2BIPnogQS3qg%3D%3D&trk=flagship3_search_srp_jobs,"Web Developer will develop innovative and reusable Web-based applications for World Bank operational products. Working closely with our project managers and functional and UX team members, the web developer's primary responsibilities include developing specifications and making recommendations on the use of new and emerging technologies, as well as performing programming and web design.
Develop good quality code using HTML, Java script, CSS, Angular etc.
Develop code to integrate various data sources
Creation of a fully-functional website based on technical specifications to be provided to him/her.
Documentation of his work in the project"
645,Citi,Java Developer - Chennai,"Chennai, Tamil Nadu, India",https://www.linkedin.com/jobs/view/3135489429/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=nNq0%2BkEZYotp4DsN0hL6TA%3D%3D&trackingId=qJEU013A5thBqxR0XIcHMw%3D%3D&trk=flagship3_search_srp_jobs,"Job Id: 22425790

The Applications Development Intermediate Programmer Analyst is an intermediate level position responsible for participation in the establishment and implementation of new or revised application systems and programs in coordination with the Technology team. The overall objective of this role is to contribute to applications systems analysis and programming activities.

Responsibilities:
Utilize knowledge of applications development procedures and concepts, and basic knowledge of other technical areas to identify and define necessary system enhancements, including using script tools and analyzing/interpreting code
Consult with users, clients, and other technology groups on issues, and recommend programming solutions, install, and support customer exposure systems
Apply fundamental knowledge of programming languages for design specifications.
Analyze applications to identify vulnerabilities and security issues, as well as conduct testing and debugging
Serve as advisor or coach to new or lower level analysts
Identify problems, analyze information, and make evaluative judgements to recommend and implement solutions
Resolve issues by identifying and selecting solutions through the applications of acquired technical experience and guided by precedents
Appropriately assess risk when business decisions are made, demonstrating particular consideration for the firm's reputation and safeguarding Citigroup, its clients and assets, by driving compliance with applicable laws, rules and regulations, adhering to Policy, applying sound ethical judgment regarding personal behavior, conduct and business practices, and escalating, managing and reporting control issues with transparency.
Qualifications:
4-6 years of relevant experience in the Financial Service industry
Intermediate level experience in Applications Development role
Consistently demonstrates clear and concise written and verbal communication
Demonstrated problem-solving and decision-making skills
Ability to work under pressure and manage deadlines or unexpected changes in expectations or requirements
Education:
Bachelor’s degree/University degree or equivalent experience
This job description provides a high-level review of the types of work performed. Other job-related duties may be assigned as required.

-------------------------------------------------

Job Family Group:

Technology

-------------------------------------------------

Job Family:

Applications Development

------------------------------------------------------

Time Type:

Full time

------------------------------------------------------

Citi is an equal opportunity and affirmative action employer.

Qualified applicants will receive consideration without regard to their race, color, religion, sex, sexual orientation, gender identity, national origin, disability, or status as a protected veteran.

Citigroup Inc. and its subsidiaries (""Citi”) invite all qualified interested applicants to apply for career opportunities. If you are a person with a disability and need a reasonable accommodation to use our search tools and/or apply for a career opportunity review Accessibility at Citi.

View the ""EEO is the Law"" poster. View the EEO is the Law Supplement.

View the EEO Policy Statement.

View the Pay Transparency Posting"
646,Cognizant,Sr. Associate - Projects,"Chennai, Tamil Nadu, India",https://www.linkedin.com/jobs/view/3108750102/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=nNq0%2BkEZYotp4DsN0hL6TA%3D%3D&trackingId=EhzSpVY0K5SRyedS5le61A%3D%3D&trk=flagship3_search_srp_jobs,"Technical Lead

Qualification

Science,Engineering Graduate

Responsibility

Requirement Gathering
Participate in requirement gathering JAD sessions and support documentation where applicable (business functional UI usability data compliance data migration NFR 3rd party tools and products).
Raise queries and get query resolution on areas which are unclear ambiguous and which need more information to the Technology Lead.
Resource,Efforts Estimation and Monitoring.
Understand how the estimation(effort size etc)is done at task level in the area of work concerned measure and report the actual effort against the estimated effort and ensure task progress reporting in C20 or any other applicable tool\Design and Analysis.
Create the HL Design and detailed design document with the support of architects for the assigned scope.
Review all deliverables created by the Developer.
Study non functional requirements and designfor NFR as required.
Understand the interdependencies of the various components in work packages being developed.
Create detailed design and assign to developer,provide input to the Project Manager,Technical Lead to create the project plan from a technical perspective,support development of proof of concept as designed by Designer,Solution Architect,initiate development environment setup.
Provide demo to customer for early feedback,create quality check points for all deliverables.
Coding.
Develop tier coding business layer coding interface development service development creation of stored procedures etc as applicable for the work package,project.
CTS and customer spectific coding coding standards guidelines and best practices,Understand the database concepts and write efficient queries,raise clarifications,issues,concerns regarding work output to the lead.
Seek review from peer,technical lead periodically,participate in setup activities for required environment setup,deploy code build in testing environment, conduct peer review during design coding and testing.
Complete documentation as per the scope,prepare guidelines and checklist for development and testing activities.
Provide feedback to design team,share feedback with developers to check if code is as per requirements.
Incorporate changes as per feedback,provide necessary and timely status updates to the Supervisor,Technical Lead.
Highlight any potential risks to the leads.
Update traceability matrix for the work package developed,mentor the Developers to help them solve technical difficulties in the course of coding.
Follow the SCM policies set for project,raise clarifications,issues,concerns regarding work output to the lead on time,provide necessary and timely status updates to the Supervisor,Technical Lead.
Proactively highlight any potential risks to the lead,provide support on process audit activities,adhere to process and tools(usage of cognizant 20 awareness of Quality Management System).
Testing.
Develop comprehensive unit testing cases and unit test plans,conduct comprehensive unit testing,create unit test logs.
Prepare and support in preparation of unit test strategy,plan document and data requirements,automate unit testing and contribute to automation of unit testing.
Conduct peer review of unit test cases,perform developer integration testing by integrating the components.
Review test cases as prepared by the Developer.
Defect Management.
Participate in defect triage meetings,conduct RCA for defects identified.
Rework on the code based on review comments from code review,defects raised in unit testing peer testing SIT UAT testing or any other relevant testing phases.
Assist in transition of knowledge and to support organization with any defects raised post production as required.
Process Improvements and Adherence.
Participate in innovation sessions,implement process improvements to reduce manual intervention (eg automation).

Must Have Skills
CSS 3.0
Angular JS
HTML 5
Employee Status : Full Time Employee

Shift : Day Job

Travel : No

Job Posting : Jun 03 2022

About Cognizant

Cognizant (Nasdaq-100: CTSH) is one of the world's leading professional services companies, transforming clients' business, operating and technology models for the digital era. Our unique industry-based, consultative approach helps clients envision, build and run more innovative and efficient businesses. Headquartered in the U.S., Cognizant is ranked 185 on the Fortune 500 and is consistently listed among the most admired companies in the world. Learn how Cognizant helps clients lead with digital at www.cognizant.com or follow us @Cognizant. 000480413414"
647,Cognizant,Sr. Associate - Projects,"Chennai, Tamil Nadu, India",https://www.linkedin.com/jobs/view/3112085296/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=nNq0%2BkEZYotp4DsN0hL6TA%3D%3D&trackingId=9FNUBrACRPjupIeWQKYbuQ%3D%3D&trk=flagship3_search_srp_jobs,"Technical Lead

Qualification

Science,Engineering Graduate

Responsibility

Requirement Gathering
Participate in requirement gathering JAD sessions and support documentation where applicable (business functional UI usability data compliance data migration NFR 3rd party tools and products).
Raise queries and get query resolution on areas which are unclear ambiguous and which need more information to the Technology Lead.
Resource,Efforts Estimation and Monitoring.
Understand how the estimation(effort size etc)is done at task level in the area of work concerned measure and report the actual effort against the estimated effort and ensure task progress reporting in C20 or any other applicable tool\Design and Analysis.
Create the HL Design and detailed design document with the support of architects for the assigned scope.
Review all deliverables created by the Developer.
Study non functional requirements and designfor NFR as required.
Understand the interdependencies of the various components in work packages being developed.
Create detailed design and assign to developer,provide input to the Project Manager,Technical Lead to create the project plan from a technical perspective,support development of proof of concept as designed by Designer,Solution Architect,initiate development environment setup.
Provide demo to customer for early feedback,create quality check points for all deliverables.
Coding.
Develop tier coding business layer coding interface development service development creation of stored procedures etc as applicable for the work package,project.
CTS and customer spectific coding coding standards guidelines and best practices,Understand the database concepts and write efficient queries,raise clarifications,issues,concerns regarding work output to the lead.
Seek review from peer,technical lead periodically,participate in setup activities for required environment setup,deploy code build in testing environment, conduct peer review during design coding and testing.
Complete documentation as per the scope,prepare guidelines and checklist for development and testing activities.
Provide feedback to design team,share feedback with developers to check if code is as per requirements.
Incorporate changes as per feedback,provide necessary and timely status updates to the Supervisor,Technical Lead.
Highlight any potential risks to the leads.
Update traceability matrix for the work package developed,mentor the Developers to help them solve technical difficulties in the course of coding.
Follow the SCM policies set for project,raise clarifications,issues,concerns regarding work output to the lead on time,provide necessary and timely status updates to the Supervisor,Technical Lead.
Proactively highlight any potential risks to the lead,provide support on process audit activities,adhere to process and tools(usage of cognizant 20 awareness of Quality Management System).
Testing.
Develop comprehensive unit testing cases and unit test plans,conduct comprehensive unit testing,create unit test logs.
Prepare and support in preparation of unit test strategy,plan document and data requirements,automate unit testing and contribute to automation of unit testing.
Conduct peer review of unit test cases,perform developer integration testing by integrating the components.
Review test cases as prepared by the Developer.
Defect Management.
Participate in defect triage meetings,conduct RCA for defects identified.
Rework on the code based on review comments from code review,defects raised in unit testing peer testing SIT UAT testing or any other relevant testing phases.
Assist in transition of knowledge and to support organization with any defects raised post production as required.
Process Improvements and Adherence.
Participate in innovation sessions,implement process improvements to reduce manual intervention (eg automation).

Must Have Skills
CSS 3.0
Angular JS
HTML 5
JavaScript
Employee Status : Full Time Employee

Shift : Day Job

Travel : No

Job Posting : Jun 03 2022

About Cognizant

Cognizant (Nasdaq-100: CTSH) is one of the world's leading professional services companies, transforming clients' business, operating and technology models for the digital era. Our unique industry-based, consultative approach helps clients envision, build and run more innovative and efficient businesses. Headquartered in the U.S., Cognizant is ranked 185 on the Fortune 500 and is consistently listed among the most admired companies in the world. Learn how Cognizant helps clients lead with digital at www.cognizant.com or follow us @Cognizant. 000482021926"
648,Infosys,Node JS Architect,"Chennai, Tamil Nadu, India",https://www.linkedin.com/jobs/view/2866976912/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=nNq0%2BkEZYotp4DsN0hL6TA%3D%3D&trackingId=X2Z5ajcg8ZgYTEVV9dETtw%3D%3D&trk=flagship3_search_srp_jobs,"Primary skills:Reactive Programming->Node JS (node/ node.js) ,UI & Markup Language->NodeJS
A day in the life of an Infoscion
As part of the Infosys delivery team, your primary role would be to provide best fit architectural solutions for one or more projects.
You would also provide technology consultation and assist in defining scope and sizing of work
You would implement solutions, create technology differentiation and leverage partner technologies.
Additionally, you would participate in competency development with the objective of ensuring the best-fit and high quality technical solutions.
You would be a key contributor in creating thought leadership within the area of technology specialization and in compliance with guidelines, policies and norms of Infosys. If you think you fit right in to help our clients navigate their next in their digital transformation journey, this is the place for you!
Knowledge of architectural design patterns, performance tuning, database and functional designs
Hands-on experience in Service Oriented Architecture
Ability to lead solution development and delivery for the design solutions
Experience in designing high level and low level documents is a plus
Good understanding of SDLC is a pre-requisite
Awareness of latest technologies and trends
Logical thinking and problem solving skills along with an ability to collaborate"
649,Citi,Incremental Developer for SNC C12 Chennai,"Chennai, Tamil Nadu, India",https://www.linkedin.com/jobs/view/3039170919/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=nNq0%2BkEZYotp4DsN0hL6TA%3D%3D&trackingId=X7ZYxduuIaJoaVfkAqgGRg%3D%3D&trk=flagship3_search_srp_jobs,"Job Id: 22474595

The IT Quality Sr Analyst is a seasoned professional role. Applies in-depth disciplinary knowledge, contributing to the development of new techniques and the improvement of processes and work-flow for the area or function. Integrates subject matter and industry expertise within a defined area. Requires in-depth understanding of how areas collectively integrate within the sub-function as well as coordinate and contribute to the objectives of the function and overall business. Evaluates moderately complex and variable issues with substantial potential impact, where development of an approach/taking of an action involves weighing various alternatives and balancing potentially conflicting situations using multiple sources of information. Requires good analytical skills in order to filter, prioritize and validate potentially complex and dynamic material from multiple sources. Strong communication and diplomacy skills are required. Regularly assumes informal/formal leadership role within teams. Involved in coaching and training of new recruits Significant impact in terms of project size, geography, etc. by influencing decisions through advice, counsel and/or facilitating services to others in area of specialization. Work and performance of all teams in the area are directly affected by the performance of the individual.

Responsibilities:
Responsible for initiatives related to User Acceptance Testing (UAT) process and product rollout into production, making recommendations of solutions and improvements. Responsibilities may also include software quality assurance testing.
Conducts complex process monitoring, product evaluation and audit assignments; reports issues and makes recommendations for solutions.
Ensures project standards and procedures exist, are fully / clearly documented and followed throughout the software development life cycle; makes recommendations for enhanced documentation.
Monitors products for conformance to standards; monitors processes for conformance to procedures; identifies risks and recommends solutions; ensures annual organizational reviews of standards and procedures are conducted.
Documents findings and performs root cause analyses to provide recommended improvements. Independently recommends solutions and improvements to existing standards and procedures; collaborates with other areas in technology to develop new standards and procedures.
Ensures all corrective actions are assigned, documented and completed. Verifies traceability in project work products. Gathers, maintains and creates reports on quality metrics.
Exhibits sound understanding of concepts and principles in own technical area and a basic knowledge of these elements in other areas.
Requires in-depth understanding of how own area integrates within IT Quality and has basic commercial awareness.
Acts as advisor and mentor for junior members of the team.
Makes evaluative judgments based on analysis of factual information in complicated and novel situations and provides solutions to problems.
Has direct impact on the team and closely related teams by ensuring the quality of the tasks/services/information provided by self and others.
Requires sound and comprehensive communication and diplomacy skills to exchange complex information.
Performs other duties and functions as assigned.
Appropriately assess risk when business decisions are made, demonstrating particular consideration for the firm's reputation and safeguarding Citigroup, its clients and assets, by driving compliance with applicable laws, rules and regulations, adhering to Policy, applying sound ethical judgment regarding personal behavior, conduct and business practices, and escalating, managing and reporting control issues with transparency.
Qualifications:
5-8 years experience in an IT Quality role.
Demonstrated execution capabilities.
Development experience in a fast-paced, time-to-market driven environment Experience with test automation, test scenario and test scripts creation and modification Comfortable with writing complex queries Experience with reporting tools. Hands on experience with testing automation tools.
Project management experience preferred
Education:
Bachelor’s/University degree or equivalent experience
-------------------------------------------------

Job Family Group:

Technology

-------------------------------------------------

Job Family:

Technology Quality

------------------------------------------------------

Time Type:

Full time

------------------------------------------------------

Citi is an equal opportunity and affirmative action employer.

Qualified applicants will receive consideration without regard to their race, color, religion, sex, sexual orientation, gender identity, national origin, disability, or status as a protected veteran.

Citigroup Inc. and its subsidiaries (""Citi”) invite all qualified interested applicants to apply for career opportunities. If you are a person with a disability and need a reasonable accommodation to use our search tools and/or apply for a career opportunity review Accessibility at Citi.

View the ""EEO is the Law"" poster. View the EEO is the Law Supplement.

View the EEO Policy Statement.

View the Pay Transparency Posting"
